;user_id;gender;registration_age;registration_ageKat;country;work_country;work_district;job_position;job_sector;company_size;job_status_edu_parttime;job_status_edu_fulltime;job_status_employed_parttime;job_status_employed_fulltime;job_status_selfemployed;job_status_houskeeping;job_status_unemployed;job_status_retired;educational_achievement
16;5583e9087a68616fe900c618;f;27;20-29;CH;CH;ZH;Keine Angaben;Gesundheits- und Sozialwesen;;;;;;;;;;Gymnasiale Maturität, Lehrkräfte-Seminar
17;5583e90f7a68616fe900c824;f;48;40-49;CH;CH;AG;Fachspezialist/-in;Gesundheits- und Sozialwesen;;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
18;5583ea127a68616fe90101d3;f;46;40-49;CH;CH;ZH;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
19;5583ea367a68616fe90109f5;f;49;40-49;CH;CH;AG;untere Führungsstufe (z.B. Teamleitung);Erziehung und Unterricht;;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
20;5583eaae7a68616fe9012262;f;37;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";;;;;;;;;;Gymnasiale Maturität, Lehrkräfte-Seminar
21;5583eaba7a68616fe9012402;f;24;20-29;CH;CH;ZH;Sachbearbeiter/-in;"Handel; Instandhaltung und Reparatur von Kraftfahrzeugen";;;;;;;;;;Gymnasiale Maturität, Lehrkräfte-Seminar
22;5583eb377a68616fe90138a8;m;39;30-39;CH;CH;BE;Fachspezialist/-in;Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen;1.0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
23;5583ed037a68616fe9018d75;f;44;40-49;CH;CH;ZH;Fachspezialist/-in;Gesundheits- und Sozialwesen;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
24;5583edef7a68616fe901bcda;m;31;30-39;CH;CH;AR;;Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen;;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
25;5583ee207a68616fe901c2c2;f;54;50-59;CH;CH;ZH;Fachspezialist/-in;Erbringung von sonstigen Dienstleistungen;;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
26;5583ee557a68616fe901c9ee;f;35;30-39;CH;CH;ZH;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";;;;;;;;;;Gymnasiale Maturität, Lehrkräfte-Seminar
27;5583ee667a68616fe901cc4d;f;29;20-29;CH;CH;BE;Fachspezialist/-in;Verkehr und Lagerei;;;;;;;;;;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
28;5583efa17a68616fe90203bd;m;45;40-49;CH;CH;ZH;Fachspezialist/-in;Erbringung von sonstigen Dienstleistungen;250.0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
29;5583f01d7a68616fe9021c9a;f;47;40-49;CH;CH;SO;Fachspezialist/-in;Erziehung und Unterricht;250.0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
30;5583f0457a68616fe90223ab;f;35;30-39;CH;CH;BE;Sachbearbeiter/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";;;;;;;;;;Gymnasiale Maturität, Lehrkräfte-Seminar
31;5583f0e37a68616fe90244ae;f;22;20-29;CH;CH;BE;Sachbearbeiter/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";;;;;;;;;;Gymnasiale Maturität, Lehrkräfte-Seminar
32;55f6927d9f168a4028000001;f;45;40-49;CH;CH;ZH;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Erbringung von sonstigen wirtschaftlichen Dienstleistungen;;;;;;;;;;Berufliche Grundbildung
33;56160cc69f168a6acc000069;f;57;50-59;CH;CH;;;Gesundheits- und Sozialwesen;;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
34;563253339f168a735f000000;f;21;20-29;NL;CH;ZH;;Gesundheits- und Sozialwesen;;;;;;;;;;Berufs- oder Fachmaturität
35;5633308f9f168a5af700003c;f;24;20-29;CH;CH;ZH;;Information und Kommunikation;;;;;;;;;;Bachelor
36;564348849f168a3d720001c9;f;26;20-29;CH;;;;;;;;;;;;;;Bachelor
37;565f0fce9f168a392300022b;f;20;20-29;CH;;;;;;;;;;;;;;Berufs- oder Fachmaturität
38;567e95119f168a4826000000;f;20;20-29;CH;CH;;;;;;;;;;;;;Gymnasiale Maturität, Lehrkräfte-Seminar
39;568683df9f168a3186000202;f;33;30-39;CH;CH;ZH;Fachspezialist/-in;Erziehung und Unterricht;;;;;;;;;;Bachelor
40;56ba1b8d9f168a1cf900004f;f;35;30-39;CH;CH;ZH;Fachspezialist/-in;Information und Kommunikation;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
41;56e5395c9f168a1ac500020c;f;33;30-39;CH;CH;SZ;;;;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;Gymnasiale Maturität, Lehrkräfte-Seminar
42;56e6aee29f168a5154000004;f;39;30-39;CH;CH;ZH;Sachbearbeiter/-in;Information und Kommunikation;;;;;;;;;;Berufs- oder Fachmaturität
43;57ed759005b8c528afcb85ca;f;34;30-39;CH;CH;;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Information und Kommunikation;;;;;;;;;;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
44;57f0f77505b8c5016066c9b0;m;51;50-59;CH;CH;BE;Fachspezialist/-in;Energieversorgung;;;;;;;;;;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
45;5827136a05b8c50b38c2ed32;f;25;20-29;CH;CH;;Fachspezialist/-in;Gesundheits- und Sozialwesen;250.0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
46;5861110a05b8c56bfc398133;f;41;40-49;CH;CH;ZH;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;1,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;Bachelor
47;587fa45805b8c51c4e0b17aa;f;45;40-49;CH;;;;;;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Berufliche Grundbildung
48;58948e0c05b8c55c6a1aa3f9;m;39;30-39;CH;;;;;;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
49;58984d4705b8c55356f55473;f;22;20-29;CH;CH;;;;;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
50;58a159c305b8c534c2dd096a;f;42;40-49;CH;;;;;;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
51;58b961e205b8c538fcee1e96;f;25;20-29;CH;CH;ZH;Sachbearbeiter/-in;Gesundheits- und Sozialwesen;250.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
52;58c7d1c705b8c563d31d0079;m;37;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Kunst, Unterhaltung und Erholung;1.0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
53;59120ea105b8c54573ea7a60;m;59;50-59;CH;CH;AG;Fachspezialist/-in;Erziehung und Unterricht;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
54;591304cc05b8c55e9a2995b0;m;37;30-39;CH;CH;SG;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erziehung und Unterricht;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
55;595de52105b8c51c4f2fc5a6;f;32;30-39;LI;LI;07;;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";1.0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;Bachelor
56;5989f7e505b8c54a15080be9;f;48;40-49;CH;CH;LU;Fachspezialist/-in;Erziehung und Unterricht;49.0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
57;5990ab9005b8c50292f69e32;m;53;50-59;CH;CH;SG;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
58;59c4d24c05b8c5325e224c45;f;45;40-49;DE;CH;ZH;Sachbearbeiter/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
59;59cb8d7d05b8c55661b1207e;f;23;20-29;CH;CH;;;;;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
60;5a0ee8a005b8c5141aa471f1;f;25;20-29;CH;CH;BE;;Gesundheits- und Sozialwesen;249.0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
61;5a105ca005b8c5737e894ada;m;44;40-49;CH;CH;TG;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
62;5a1686fa05b8c5074c49c26a;f;41;40-49;AT;;;;;;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
63;5a1fc3c405b8c5066b5c58e0;f;48;40-49;CH;CH;SG;Sachbearbeiter/-in;Gesundheits- und Sozialwesen;49.0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;Bachelor
64;5a2bee1105b8c51a9e0db0f4;f;28;20-29;DE;;;;;;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
65;5a2e637305b8c505c2fa8df9;f;32;30-39;CH;CH;;;;;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
66;5a5a871105b8c553e9ce83af;m;30;30-39;CH;CH;BE;Fachspezialist/-in;Energieversorgung;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
67;5a5bb13505b8c55957109d50;f;37;30-39;CH;CH;BS;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;49.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
68;5a92be9005b8c53cf6a4a031;m;46;40-49;CH;CH;BE;untere Führungsstufe (z.B. Teamleitung);Information und Kommunikation;250.0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
69;5a942e9405b8c527e79ec10d;f;47;40-49;CH;;;;;;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Gymnasiale Maturität, Lehrkräfte-Seminar
70;5a97e78605b8c56d80e978cb;f;26;20-29;CH;;;;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
71;5aa656fb05b8c53eefd5f825;m;25;20-29;CH;CH;ZH;Sachbearbeiter/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
72;5aa6770005b8c50b621ca4e9;f;37;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
73;5acc836e05b8c5369b906ba8;f;28;20-29;CH;;;;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
74;5b0b11ce05b8c5308a2d326a;m;41;40-49;DE;CH;;Fachspezialist/-in;Gesundheits- und Sozialwesen;9.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
75;5b0c11d805b8c5626de95930;m;43;40-49;CH;CH;TG;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Erbringung von sonstigen Dienstleistungen;9.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
76;5b0ce6f205b8c53f8ddfddaa;f;34;30-39;CH;CH;GR;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;9.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
77;5b1acdbb05b8c537f205643e;f;47;40-49;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
78;5b23619805b8c55dd2940867;f;51;50-59;CH;CH;;Fachspezialist/-in;;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
79;5b3268ef05b8c546ff365c86;m;11;10-19;CH;CH;BS;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
80;5b4841a505b8c54620301b7c;m;39;30-39;CH;CH;ZH;Sachbearbeiter/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
81;5b4f14b705b8c50340a5fe96;m;35;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Information und Kommunikation;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
82;5b5f36d005b8c55a9bdaa2bb;m;33;30-39;CH;CH;SZ;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
83;5b72c18605b8c536825d3419;f;29;20-29;CH;;;;;;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;Berufliche Grundbildung
84;5b8e56e605b8c504e037bbe2;f;34;30-39;DE;CH;ZH;Fachspezialist/-in;Erbringung von sonstigen Dienstleistungen;49.0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
85;5baa6dc405b8c52c8e4e11e9;f;31;30-39;CH;CH;AG;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
86;5bb7bc3905b8c529854dbcde;f;45;40-49;CH;CH;ZH;Fachspezialist/-in;Verkehr und Lagerei;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
87;5bc5c12605b8c53b4ff746a3;f;42;40-49;DE;DE;;;Erbringung von sonstigen Dienstleistungen;49.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
88;5bc7374c05b8c50241f26bd7;f;25;20-29;CH;CH;;;;;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;Bachelor
89;5bcc5e8105b8c565b7a2f42f;f;46;40-49;CH;CH;ZH;Fachspezialist/-in;Erbringung von sonstigen Dienstleistungen;249.0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;Bachelor
90;5bcd5d3505b8c50f6399e2e3;f;34;30-39;CH;CH;GR;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;49.0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;Bachelor
91;5bd1585805b8c52a505eadf7;f;30;30-39;CH;CH;AG;Sachbearbeiter/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;Bachelor
92;5bd1ddd405b8c52a505ebdd4;f;37;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
93;5bd2d46105b8c53cb892ba10;f;25;20-29;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Gastgewerbe/Beherbergung und Gastronomie;49.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
94;5bd5fa2305b8c5297ee3667b;f;42;40-49;CH;CH;BL;Fachspezialist/-in;Gesundheits- und Sozialwesen;250.0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Bachelor
95;5bd6c93c05b8c53192dc8883;f;53;50-59;CH;LI;07;untere Führungsstufe (z.B. Teamleitung);Erbringung von sonstigen Dienstleistungen;49.0;1,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;Bachelor
96;5bd7505c05b8c53192dc904e;f;28;20-29;CH;CH;AG;Sachbearbeiter/-in;Erbringung von sonstigen wirtschaftlichen Dienstleistungen;49.0;1,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;Bachelor
97;5bdd5c9c05b8c56b3efd9326;m;41;40-49;CH;CH;;;;;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
98;5bdd5d3205b8c56b3efd9329;m;39;30-39;CH;CH;AG;Fachspezialist/-in;Energieversorgung;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
99;5bdd93c805b8c56b3efd9599;f;34;30-39;RS;CH;BS;Fachspezialist/-in;Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen;250.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
100;5bdebc5d05b8c518b4d50932;m;43;40-49;CH;CH;ZG;Fachspezialist/-in;;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
101;5be03e2f05b8c53f5ff7154c;m;26;20-29;CH;CH;TG;;Verarbeitendes Gewerbe/Herstellung von Waren;250.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
102;5be4a60905b8c578639e3f56;m;32;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);;;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
103;5be5d91f05b8c568fad493f7;m;37;30-39;CH;CH;AG;Fachspezialist/-in;Information und Kommunikation;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
104;5be888f205b8c57fe92ba9dc;m;33;30-39;CH;CH;BL;untere Führungsstufe (z.B. Teamleitung);Verarbeitendes Gewerbe/Herstellung von Waren;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
105;5beb48fb05b8c54e70a868e5;f;30;30-39;CH;CH;ZH;Sachbearbeiter/-in;Gesundheits- und Sozialwesen;250.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
106;5bee8eea05b8c56863fca3ff;m;40;40-49;CH;CH;ZH;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Information und Kommunikation;250.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
107;5c1c8d739fdb053328587e72;m;55;50-59;CH;CH;TG;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
108;5c3dc4699fdb0561021595df;n;25;20-29;CH;CH;BE;Sachbearbeiter/-in;;;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
109;5c439e0c9fdb053dedcfcf2b;f;35;30-39;HU;LI;07;Fachspezialist/-in;;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
110;5c486dd79fdb0503184fc4b3;f;42;40-49;CH;CH;ZH;Fachspezialist/-in;Gastgewerbe/Beherbergung und Gastronomie;249.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Bachelor
111;5c4f30ff9fdb0501ec3af6c1;m;53;50-59;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
112;5c4f31019fdb0501ec3af6c8;m;53;50-59;CH;;;;;;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
113;5c4f31029fdb0501ec3af6cc;m;36;30-39;CH;CH;ZG;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
114;5c4f31039fdb0501ec3af6d0;m;40;40-49;CH;CH;AG;untere Führungsstufe (z.B. Teamleitung);;;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
